DBH Class (in),Oak (Stems per Acre),Native Non-oak (Stems per Acre),Non-native (Stems per Acre)
 1-4,~60,~43,~52
" 4-8	",~10,~9,~8
" 8-12	",~4,~3.5,~3
" 12-16	",~2,~1.8,~1.5
" 16-20	",~0.8,~0.7,~0.5
" 20-24	",~0.5,~0.4,~0.2
" 24-28	",~0.3,~0.2,~0.1
" 28-32	",~0.2,~0.15,~0.05
" 32-36	",~0.1,~0.08,~0.03
" 36-40+	",~0.05,~0.03,~0.01
